Longitude,Latitude
-73.8506,40.7379
-73.8521,40.7265
-73.8523,40.7267
-73.8554,40.7025
-73.8561,40.7194
-73.8568,40.7283
-73.8572,40.7362
-73.8575,40.7286
-73.8578,40.7363
-73.8581,40.7287
-73.8582,40.8218
-73.8613,40.7300
-73.8613,40.7700
-73.8615,40.7300
-73.8617,40.7684
-73.8618,40.7644
-73.8619,40.7678
-73.8620,40.7686
-73.8620,40.7715
-73.8621,40.7700
-73.8624,40.7698
-73.8625,40.7304
-73.8625,40.7688
-73.8625,40.7690
-73.8626,40.7689
-73.8626,40.7690
-73.8626,40.7691
-73.8627,40.7685
-73.8627,40.7688
-73.8627,40.7689
-73.8627,40.7690
-73.8627,40.7691
-73.8627,40.7692
-73.8627,40.7695
-73.8628,40.7686
-73.8628,40.7687
-73.8628,40.7688
-73.8628,40.7689
-73.8628,40.7690
-73.8628,40.7691
-73.8628,40.7693
-73.8628,40.7694
-73.8628,40.7695
-73.8628,40.7697
-73.8628,40.7698
-73.8628,40.7700
-73.8629,40.7686
-73.8629,40.7687
-73.8629,40.7688
-73.8629,40.7689
-73.8629,40.7690
-73.8629,40.7691
-73.8629,40.7692
-73.8629,40.7696
-73.8629,40.7700
-73.8629,40.7701
-73.8630,40.7687
-73.8630,40.7688
-73.8630,40.7689
-73.8630,40.7690
-73.8630,40.7691
-73.8630,40.7692
-73.8630,40.7694
-73.8630,40.7695
-73.8630,40.7696
-73.8630,40.7697
-73.8630,40.7698
-73.8630,40.7700
-73.8631,40.7688
-73.8631,40.7689
-73.8631,40.7691
-73.8631,40.7692
-73.8631,40.7693
-73.8631,40.7694
-73.8631,40.7695
-73.8631,40.7696
-73.8631,40.7697
-73.8631,40.7699
-73.8631,40.7700
-73.8632,40.7687
-73.8632,40.7688
-73.8632,40.7689
-73.8632,40.7690
-73.8632,40.7692
-73.8632,40.7693
-73.8632,40.7699
-73.8632,40.7700
-73.8632,40.7701
-73.8633,40.7691
-73.8633,40.7692
-73.8633,40.7694
-73.8633,40.7696
-73.8633,40.7697
-73.8633,40.7698
-73.8633,40.7699
-73.8633,40.7700
-73.8633,40.7728
-73.8634,40.7689
-73.8634,40.7690
-73.8634,40.7694
-73.8634,40.7696
-73.8634,40.7697
-73.8634,40.7698
-73.8634,40.7699
-73.8634,40.7700
-73.8634,40.7701
-73.8634,40.7714
-73.8634,40.7716
-73.8635,40.7687
-73.8635,40.7695
-73.8635,40.7698
-73.8635,40.7699
-73.8635,40.7700
-73.8635,40.7701
-73.8636,40.7696
-73.8636,40.7697
-73.8636,40.7699
-73.8636,40.7700
-73.8636,40.7704
-73.8637,40.7676
-73.8637,40.7686
-73.8637,40.7695
-73.8637,40.7696
-73.8637,40.7697
-73.8637,40.7698
-73.8637,40.7699
-73.8637,40.7700
-73.8637,40.7701
-73.8637,40.7706
-73.8638,40.7696
-73.8638,40.7697
-73.8638,40.7698
-73.8638,40.7699
-73.8638,40.7700
-73.8638,40.7701
-73.8639,40.7693
-73.8639,40.7696
-73.8639,40.7698
-73.8639,40.7699
-73.8639,40.7700
-73.8640,40.7695
-73.8640,40.7696
-73.8640,40.7699
-73.8640,40.7700
-73.8640,40.7701
-73.8640,40.7707
-73.8641,40.7695
-73.8641,40.7696
-73.8641,40.7699
-73.8641,40.7700
-73.8641,40.7701
-73.8642,40.7310
-73.8642,40.7680
-73.8642,40.7699
-73.8642,40.7701
-73.8642,40.7702
-73.8642,40.7705
-73.8642,40.7707
-73.8642,40.7708
-73.8642,40.7717
-73.8643,40.7700
-73.8643,40.7703
-73.8644,40.7701
-73.8644,40.7702
-73.8644,40.7703
-73.8644,40.7707
-73.8644,40.7718
-73.8645,40.7703
-73.8645,40.7704
-73.8645,40.7705
-73.8645,40.7707
-73.8645,40.7709
-73.8645,40.7714
-73.8646,40.7706
-73.8646,40.7707
-73.8646,40.7708
-73.8647,40.7312
-73.8647,40.7701
-73.8647,40.7703
-73.8647,40.7704
-73.8647,40.7715
-73.8648,40.7703
-73.8648,40.7704
-73.8648,40.7706
-73.8648,40.7707
-73.8649,40.7704
-73.8649,40.7705
-73.8649,40.7706
-73.8649,40.7709
-73.8649,40.7718
-73.8650,40.7366
-73.8650,40.7578
-73.8650,40.7700
-73.8650,40.7705
-73.8650,40.7706
-73.8650,40.7707
-73.8650,40.7708
-73.8650,40.7709
-73.8650,40.7710
-73.8650,40.7726
-73.8651,40.7706
-73.8651,40.7707
-73.8652,40.7703
-73.8652,40.7704
-73.8652,40.7705
-73.8652,40.7709
-73.8652,40.7710
-73.8653,40.7693
-73.8653,40.7704
-73.8653,40.7705
-73.8653,40.7709
-73.8653,40.7710
-73.8654,40.7705
-73.8654,40.7707
-73.8654,40.7709
-73.8654,40.7713
-73.8655,40.7703
-73.8655,40.7704
-73.8655,40.7706
-73.8655,40.7707
-73.8655,40.7708
-73.8655,40.7709
-73.8655,40.7713
-73.8656,40.7705
-73.8656,40.7706
-73.8656,40.7707
-73.8656,40.7708
-73.8656,40.7709
-73.8656,40.7713
-73.8656,40.7714
-73.8657,40.7695
-73.8657,40.7698
-73.8657,40.7702
-73.8657,40.7705
-73.8657,40.7706
-73.8657,40.7708
-73.8657,40.7709
-73.8657,40.7710
-73.8657,40.7712
-73.8658,40.7313
-73.8658,40.7701
-73.8658,40.7706
-73.8658,40.7707
-73.8658,40.7708
-73.8658,40.7709
-73.8658,40.7710
-73.8658,40.7711
-73.8658,40.7712
-73.8658,40.7713
-73.8659,40.7697
-73.8659,40.7706
-73.8659,40.7707
-73.8659,40.7708
-73.8659,40.7709
-73.8659,40.7710
-73.8659,40.7711
-73.8660,40.7699
-73.8660,40.7706
-73.8660,40.7707
-73.8660,40.7708
-73.8660,40.7709
-73.8660,40.7710
-73.8660,40.7711
-73.8660,40.7712
-73.8660,40.7713
-73.8660,40.7714
-73.8660,40.7715
-73.8661,40.7683
-73.8661,40.7693
-73.8661,40.7702
-73.8661,40.7703
-73.8661,40.7707
-73.8661,40.7708
-73.8661,40.7709
-73.8661,40.7710
-73.8661,40.7711
-73.8661,40.7712
-73.8661,40.7713
-73.8661,40.7714
-73.8662,40.7709
-73.8662,40.7710
-73.8662,40.7712
-73.8662,40.7713
-73.8663,40.7703
-73.8663,40.7708
-73.8663,40.7710
-73.8663,40.7711
-73.8663,40.7712
-73.8663,40.7713
-73.8664,40.7699
-73.8664,40.7706
-73.8664,40.7711
-73.8664,40.7712
-73.8664,40.7713
-73.8665,40.7700
-73.8665,40.7706
-73.8665,40.7708
-73.8665,40.7710
-73.8665,40.7712
-73.8665,40.7713
-73.8666,40.7690
-73.8666,40.7699
-73.8666,40.7701
-73.8666,40.7710
-73.8667,40.7711
-73.8668,40.7697
-73.8668,40.7702
-73.8668,40.7709
-73.8668,40.7710
-73.8669,40.7706
-73.8669,40.7711
-73.8669,40.7714
-73.8669,40.7720
-73.8670,40.7703
-73.8671,40.7707
-73.8672,40.7707
-73.8672,40.7708
-73.8672,40.7710
-73.8673,40.7687
-73.8674,40.7715
-73.8675,40.7692
-73.8676,40.7684
-73.8677,40.7694
-73.8678,40.7709
-73.8680,40.7324
-73.8680,40.7692
-73.8680,40.7708
-73.8680,40.7709
-73.8680,40.7710
-73.8681,40.7710
-73.8683,40.7690
-73.8691,40.7711
-73.8691,40.7732
-73.8692,40.7332
-73.8693,40.7713
-73.8693,40.7733
-73.8696,40.7697
-73.8698,40.7722
-73.8699,40.7725
-73.8700,40.7735
-73.8701,40.7739
-73.8702,40.7266
-73.8702,40.7734
-73.8702,40.7735
-73.8702,40.7736
-73.8703,40.7703
-73.8703,40.7734
-73.8703,40.7735
-73.8703,40.7736
-73.8703,40.7738
-73.8703,40.8413
-73.8704,40.7735
-73.8704,40.7736
-73.8704,40.7737
-73.8705,40.7735
-73.8705,40.7736
-73.8705,40.7738
-73.8706,40.7735
-73.8706,40.7736
-73.8706,40.7737
-73.8706,40.7738
-73.8707,40.7735
-73.8707,40.7736
-73.8707,40.7737
-73.8707,40.7738
-73.8707,40.7739
-73.8708,40.7736
-73.8708,40.7737
-73.8708,40.7738
-73.8709,40.7736
-73.8709,40.7737
-73.8709,40.7738
-73.8710,40.7735
-73.8710,40.7736
-73.8710,40.7737
-73.8710,40.7738
-73.8710,40.7739
-73.8711,40.7736
-73.8711,40.7737
-73.8711,40.7738
-73.8711,40.7739
-73.8711,40.7740
-73.8712,40.7736
-73.8712,40.7737
-73.8712,40.7738
-73.8712,40.7739
-73.8712,40.7740
-73.8712,40.7741
-73.8713,40.7736
-73.8713,40.7738
-73.8713,40.7739
-73.8713,40.7740
-73.8714,40.7740
-73.8715,40.7739
-73.8716,40.7713
-73.8716,40.7738
-73.8716,40.7741
-73.8717,40.7741
-73.8718,40.7742
-73.8720,40.7740
-73.8720,40.7742
-73.8721,40.8236
-73.8723,40.7741
-73.8724,40.7739
-73.8725,40.7741
-73.8725,40.7742
-73.8726,40.7740
-73.8726,40.7741
-73.8726,40.7742
-73.8727,40.7738
-73.8727,40.7739
-73.8727,40.7741
-73.8727,40.7742
-73.8727,40.7743
-73.8728,40.7737
-73.8728,40.7740
-73.8728,40.7741
-73.8728,40.7742
-73.8728,40.7744
-73.8729,40.7734
-73.8729,40.7737
-73.8729,40.7739
-73.8729,40.7740
-73.8729,40.7741
-73.8729,40.7742
-73.8729,40.7743
-73.8730,40.7739
-73.8730,40.7740
-73.8730,40.7741
-73.8730,40.7742
-73.8730,40.7743
-73.8731,40.7739
-73.8731,40.7740
-73.8731,40.7741
-73.8731,40.7742
-73.8731,40.7743
-73.8732,40.7739
-73.8732,40.7740
-73.8732,40.7741
-73.8732,40.7742
-73.8733,40.7739
-73.8733,40.7740
-73.8733,40.7741
-73.8733,40.7743
-73.8734,40.7738
-73.8734,40.7739
-73.8734,40.7740
-73.8734,40.7741
-73.8735,40.7739
-73.8735,40.7740
-73.8736,40.7739
-73.8736,40.7740
-73.8737,40.7347
-73.8737,40.7738
-73.8737,40.7739
-73.8740,40.7736
-73.8740,40.7737
-73.8744,40.7738
-73.8744,40.7739
-73.8744,40.7740
-73.8744,40.7741
-73.8745,40.7739
-73.8745,40.7740
-73.8745,40.7741
-73.8745,40.7742
-73.8746,40.7721
-73.8746,40.7740
-73.8746,40.7741
-73.8746,40.7742
-73.8747,40.7739
-73.8747,40.7740
-73.8747,40.7741
-73.8747,40.7742
-73.8748,40.7740
-73.8748,40.7741
-73.8748,40.7742
-73.8749,40.7738
-73.8749,40.7740
-73.8749,40.7741
-73.8750,40.7738
-73.8750,40.7739
-73.8750,40.7740
-73.8751,40.7740
-73.8751,40.7742
-73.8752,40.7739
-73.8753,40.7567
-73.8753,40.7715
-73.8753,40.7738
-73.8753,40.7739
-73.8754,40.7738
-73.8754,40.7740
-73.8758,40.7567
-73.8758,40.7736
-73.8759,40.7703
-73.8760,40.7701
-73.8760,40.7713
-73.8760,40.7734
-73.8761,40.7360
-73.8762,40.7733
-73.8765,40.7732
-73.8767,40.7301
-73.8769,40.7729
-73.8771,40.7377
-73.8774,40.7720
-73.8775,40.7720
-73.8777,40.7565
-73.8780,40.7714
-73.8782,40.7372
-73.8782,40.7449
-73.8789,40.7403
-73.8792,40.7128
-73.8796,40.7705
-73.8808,40.7419
-73.8815,40.7560
-73.8816,40.7378
-73.8821,40.7559
-73.8826,40.7541
-73.8830,40.6663
-73.8840,40.7558
-73.8841,40.7476
-73.8847,40.7557
-73.8849,40.7476
-73.8851,40.7557
-73.8851,40.7648
-73.8851,40.7725
-73.8852,40.7557
-73.8852,40.7727
-73.8852,40.7728
-73.8852,40.7729
-73.8852,40.7730
-73.8853,40.7729
-73.8853,40.7730
-73.8853,40.7731
-73.8853,40.7732
-73.8854,40.7729
-73.8854,40.7730
-73.8854,40.7731
-73.8854,40.7732
-73.8855,40.7556
-73.8855,40.7730
-73.8855,40.7731
-73.8856,40.7731
-73.8856,40.7732
-73.8857,40.7731
-73.8857,40.7732
-73.8858,40.7729
-73.8858,40.7731
-73.8859,40.7534
-73.8859,40.7730
-73.8860,40.7725
-73.8860,40.7730
-73.8861,40.7728
-73.8866,40.7555
-73.8868,40.7686
-73.8870,40.7448
-73.8878,40.8659
-73.8880,40.7675
-73.8883,40.7435
-73.8884,40.7403
-73.8887,40.7271
-73.8887,40.7553
-73.8889,40.7691
-73.8892,40.7471
-73.8896,40.7393
-73.8899,40.7470
-73.8903,40.7474
-73.8903,40.7689
-73.8905,40.7463
-73.8908,40.7395
-73.8908,40.7467
-73.8908,40.7469
-73.8909,40.7470
-73.8910,40.7470
-73.8911,40.7466
-73.8912,40.7490
-73.8919,40.7653
-73.8921,40.7665
-73.8924,40.7468
-73.8924,40.7472
-73.8925,40.7687
-73.8926,40.7471
-73.8928,40.7660
-73.8930,40.7475
-73.8930,40.7661
-73.8933,40.7548
-73.8936,40.7548
-73.8947,40.7449
-73.8948,40.7546
-73.8951,40.7445
-73.8953,40.7546
-73.8956,40.7684
-73.8959,40.7407
-73.8960,40.7443
-73.8960,40.7526
-73.8961,40.7406
-73.8963,40.7467
-73.8963,40.7545
-73.8965,40.7464
-73.8966,40.7464
-73.8966,40.7494
-73.8966,40.7544
-73.8967,40.7670
-73.8968,40.7407
-73.8968,40.7498
-73.8974,40.7544
-73.8978,40.7543
-73.8980,40.7408
-73.8980,40.7566
-73.8984,40.7409
-73.8984,40.7461
-73.8991,40.7484
-73.8993,40.8501
-73.8994,40.7272
-73.8999,40.7407
-73.8999,40.7674
-73.8999,40.7685
-73.9001,40.7398
-73.9001,40.7541
-73.9002,40.6984
-73.9003,40.7398
-73.9003,40.7459
-73.9003,40.7541
-73.9018,40.7763
-73.9021,40.7637
-73.9022,40.7535
-73.9022,40.7679
-73.9023,40.7644
-73.9024,40.7758
-73.9025,40.7454
-73.9025,40.7758
-73.9027,40.7457
-73.9027,40.7640
-73.9028,40.7516
-73.9028,40.8157
-73.9030,40.7417
-73.9031,40.7410
-73.9032,40.7457
-73.9032,40.7462
-73.9032,40.7518
-73.9033,40.7399
-73.9033,40.7459
-73.9038,40.7455
-73.9042,40.7649
-73.9048,40.7417
-73.9049,40.7453
-73.9051,40.7508
-73.9054,40.7683
-73.9054,40.8744
-73.9055,40.7684
-73.9058,40.7535
-73.9060,40.7729
-73.9064,40.7731
-73.9066,40.7534
-73.9066,40.7571
-73.9067,40.8534
-73.9069,40.7735
-73.9073,40.7421
-73.9073,40.7690
