Longitude,Latitude
-73.8353,40.7186
-73.8355,40.7623
-73.8356,40.7211
-73.8358,40.6898
-73.8361,40.7057
-73.8366,40.7069
-73.8367,40.7037
-73.8368,40.7191
-73.8369,40.7142
-73.8369,40.7207
-73.8369,40.8928
-73.8371,40.7181
-73.8373,40.7163
-73.8380,40.7211
-73.8382,40.7210
-73.8385,40.7235
-73.8386,40.6729
-73.8386,40.8718
-73.8389,40.7201
-73.8390,40.7190
-73.8391,40.7195
-73.8392,40.7208
-73.8393,40.7085
-73.8395,40.7178
-73.8396,40.7214
-73.8400,40.8958
-73.8403,40.6524
-73.8406,40.7766
-73.8409,40.6516
-73.8410,40.6717
-73.8415,40.7170
-73.8419,40.6879
-73.8420,40.8888
-73.8420,40.9153
-73.8427,40.5806
-73.8427,40.6659
-73.8429,40.8385
-73.8433,40.7203
-73.8434,40.7313
-73.8434,40.8417
-73.8434,40.8535
-73.8437,40.8561
-73.8443,40.7717
-73.8443,40.8514
-73.8446,40.5771
-73.8446,40.7232
-73.8446,40.7233
-73.8449,40.6810
-73.8454,40.7215
-73.8455,40.7547
-73.8455,40.7766
-73.8457,40.7545
-73.8457,40.8564
-73.8458,40.7221
-73.8458,40.8831
-73.8462,40.7543
-73.8465,40.7547
-73.8467,40.7262
-73.8467,40.7543
-73.8468,40.7274
-73.8468,40.7385
-73.8468,40.8441
-73.8470,40.7542
-73.8471,40.7099
-73.8476,40.7282
-73.8476,40.7289
-73.8479,40.8316
-73.8483,40.8198
-73.8484,40.6667
-73.8485,40.6965
-73.8486,40.7228
-73.8486,40.7395
-73.8488,40.7575
-73.8488,40.8544
-73.8489,40.7575
-73.8490,40.7273
-73.8490,40.7578
-73.8491,40.7275
-73.8492,40.7600
-73.8493,40.6883
-73.8493,40.7238
-73.8493,40.8762
-73.8494,40.7129
-73.8496,40.7227
-73.8496,40.8256
-73.8497,40.7235
-73.8497,40.8890
-73.8499,40.7234
-73.8499,40.7248
-73.8500,40.7234
-73.8502,40.8591
-73.8503,40.9052
-73.8504,40.7232
-73.8504,40.7233
-73.8504,40.7273
-73.8508,40.8777
-73.8510,40.7356
-73.8511,40.7387
-73.8513,40.7362
-73.8515,40.7316
-73.8517,40.8403
-73.8518,40.7269
-73.8519,40.7269
-73.8519,40.7375
-73.8519,40.8342
-73.8519,40.8509
-73.8520,40.7260
-73.8520,40.8444
-73.8522,40.7081
-73.8523,40.7267
-73.8524,40.7535
-73.8525,40.7392
-73.8525,40.8461
-73.8526,40.7464
-73.8530,40.7346
-73.8531,40.7312
-73.8532,40.7260
-73.8533,40.8750
-73.8536,40.7081
-73.8536,40.7268
-73.8538,40.7250
-73.8538,40.7523
-73.8539,40.7247
-73.8540,40.7244
-73.8544,40.7270
-73.8545,40.7316
-73.8547,40.8869
-73.8548,40.7400
-73.8552,40.7437
-73.8554,40.7025
-73.8558,40.6940
-73.8558,40.7327
-73.8562,40.7230
-73.8562,40.7244
-73.8564,40.8570
-73.8566,40.7530
-73.8567,40.7318
-73.8569,40.8619
-73.8570,40.7246
-73.8570,40.7283
-73.8570,40.7442
-73.8572,40.7198
-73.8572,40.7582
-73.8572,40.7583
-73.8572,40.8386
-73.8573,40.7329
-73.8574,40.7439
-73.8574,40.8311
-73.8574,40.8318
-73.8575,40.6926
-73.8575,40.7375
-73.8578,40.8527
-73.8579,40.8829
-73.8580,40.7196
-73.8581,40.7577
-73.8581,40.8445
-73.8583,40.8216
-73.8584,40.8333
-73.8587,40.8496
-73.8587,40.8512
-73.8589,40.7291
-73.8592,40.7379
-73.8592,40.7548
-73.8594,40.7290
-73.8595,40.7521
-73.8597,40.6947
-73.8599,40.7360
-73.8601,40.7487
-73.8602,40.7342
-73.8602,40.7359
-73.8602,40.8631
-73.8602,40.8743
-73.8604,40.8553
-73.8605,40.8284
-73.8606,40.7344
-73.8606,40.7345
-73.8606,40.8255
-73.8607,40.7345
-73.8608,40.7397
-73.8608,40.7567
-73.8611,40.7678
-73.8611,40.7679
-73.8612,40.7677
-73.8612,40.7678
-73.8612,40.7679
-73.8612,40.7680
-73.8613,40.7676
-73.8613,40.7677
-73.8613,40.7679
-73.8613,40.7680
-73.8613,40.7681
-73.8614,40.7675
-73.8614,40.7676
-73.8614,40.7680
-73.8614,40.7681
-73.8614,40.7682
-73.8615,40.7679
-73.8615,40.7681
-73.8615,40.7682
-73.8615,40.7683
-73.8616,40.7379
-73.8616,40.7676
-73.8616,40.7679
-73.8616,40.7680
-73.8616,40.7682
-73.8616,40.7683
-73.8616,40.7684
-73.8617,40.7578
-73.8617,40.7674
-73.8617,40.7681
-73.8617,40.7682
-73.8617,40.7683
-73.8617,40.7684
-73.8618,40.7325
-73.8618,40.7674
-73.8618,40.7680
-73.8618,40.7682
-73.8618,40.7683
-73.8618,40.7684
-73.8618,40.7685
-73.8619,40.7673
-73.8619,40.7677
-73.8619,40.7681
-73.8619,40.7683
-73.8619,40.7684
-73.8619,40.7685
-73.8619,40.7686
-73.8620,40.6811
-73.8620,40.6863
-73.8620,40.7500
-73.8620,40.7504
-73.8620,40.7673
-73.8620,40.7685
-73.8620,40.7686
-73.8620,41.0414
-73.8621,40.7685
-73.8621,40.7686
-73.8621,40.8356
-73.8622,40.7673
-73.8622,40.7686
-73.8622,40.7687
-73.8623,40.7672
-73.8623,40.7673
-73.8623,40.7681
-73.8623,40.7682
-73.8623,40.7683
-73.8624,40.6716
-73.8624,40.7684
-73.8625,40.7302
-73.8625,40.7673
-73.8626,40.7672
-73.8626,40.7684
-73.8627,40.7672
-73.8627,40.7684
-73.8627,40.7689
-73.8627,40.8344
-73.8628,40.7470
-73.8629,40.7082
-73.8629,40.7529
-73.8629,40.7672
-73.8629,40.7673
-73.8629,40.7685
-73.8630,40.6937
-73.8630,40.7344
-73.8630,40.7348
-73.8630,40.7672
-73.8630,40.7686
-73.8631,40.7686
-73.8632,40.7673
-73.8632,40.8332
-73.8633,40.7674
-73.8633,40.7687
-73.8633,40.7688
-73.8634,40.7304
-73.8634,40.7651
-73.8634,40.7688
-73.8635,40.7184
-73.8635,40.7688
-73.8635,40.7695
-73.8636,40.7675
-73.8636,40.7676
-73.8636,40.7690
-73.8636,40.8327
-73.8636,40.8626
-73.8637,40.7257
-73.8637,40.7690
-73.8637,40.7691
-73.8638,40.7329
-73.8638,40.7677
-73.8638,40.7691
-73.8638,40.7692
-73.8638,40.7697
-73.8639,40.7693
-73.8640,40.7258
-73.8640,40.7679
-73.8640,40.7693
-73.8640,40.7694
-73.8640,40.7696
-73.8640,40.7700
-73.8640,40.8545
-73.8641,40.7679
-73.8641,40.7680
-73.8641,40.7694
-73.8641,40.7695
-73.8641,40.7696
-73.8641,40.7697
-73.8641,40.7698
-73.8642,40.7698
-73.8642,40.7699
-73.8643,40.7336
-73.8643,40.7699
-73.8643,40.7700
-73.8644,40.7343
-73.8644,40.7682
-73.8644,40.7699
-73.8644,40.7700
-73.8644,40.7701
-73.8645,40.7700
-73.8645,40.7701
-73.8645,40.7702
-73.8646,40.7684
-73.8646,40.7702
-73.8647,40.7686
-73.8647,40.7687
-73.8647,40.7702
-73.8647,40.7703
-73.8648,40.7703
-73.8648,40.7704
-73.8649,40.7703
-73.8649,40.7704
-73.8649,40.7705
-73.8650,40.7447
-73.8650,40.7704
-73.8650,40.7705
-73.8650,40.7706
-73.8651,40.7703
-73.8651,40.7705
-73.8651,40.7706
-73.8652,40.7705
-73.8652,40.7706
-73.8652,40.7707
-73.8653,40.7706
-73.8653,40.7707
-73.8653,40.7708
-73.8654,40.7707
-73.8654,40.7708
-73.8655,40.7359
-73.8655,40.7707
-73.8655,40.7708
-73.8655,40.7709
-73.8656,40.7708
-73.8656,40.7709
-73.8656,40.7716
-73.8657,40.7695
-73.8657,40.7709
-73.8657,40.7710
-73.8657,40.7711
-73.8657,40.8771
-73.8658,40.7710
-73.8658,40.7711
-73.8659,40.7711
-73.8659,40.7712
-73.8661,40.7698
-73.8664,40.7699
-73.8666,40.7031
-73.8666,40.7384
-73.8667,40.8550
-73.8669,40.7494
-73.8669,40.7675
-73.8670,40.7688
-73.8670,40.7703
-73.8671,40.7688
-73.8671,40.7704
-73.8673,40.7704
-73.8673,40.7705
-73.8674,40.7566
-73.8674,40.7567
-73.8674,40.7706
-73.8674,40.8578
-73.8674,40.8654
-73.8675,40.7635
-73.8675,40.7680
-73.8675,40.8566
-73.8676,40.7223
-73.8676,40.7684
-73.8676,40.8589
-73.8677,40.7574
-73.8677,40.7679
-73.8680,40.7274
-73.8682,40.8400
-73.8683,40.8580
-73.8684,40.8235
-73.8685,40.7473
-73.8686,40.7446
-73.8686,40.7462
-73.8689,40.7600
-73.8691,40.7715
-73.8693,40.7345
-73.8694,40.7334
-73.8695,40.8604
-73.8696,40.6885
-73.8696,40.7495
-73.8696,40.8331
-73.8697,40.7492
-73.8697,40.8336
-73.8698,40.7383
-73.8698,40.7497
-73.8698,40.7643
-73.8698,40.7729
-73.8699,40.7499
-73.8700,40.7719
-73.8701,40.7087
-73.8702,40.7729
-73.8702,40.7733
-73.8702,40.7734
-73.8703,40.7301
-73.8703,40.7491
-73.8703,40.7726
-73.8703,40.7728
-73.8703,40.7729
-73.8703,40.7730
-73.8703,40.7731
-73.8703,40.7733
-73.8703,40.7734
-73.8703,40.7735
-73.8703,40.7737
-73.8703,40.8413
-73.8704,40.7373
-73.8704,40.7726
-73.8704,40.7735
-73.8704,40.7736
-73.8704,40.7739
-73.8705,40.7724
-73.8705,40.7725
-73.8705,40.7736
-73.8705,40.7737
-73.8705,40.7738
-73.8705,40.7739
-73.8706,40.7723
-73.8706,40.7736
-73.8706,40.7737
-73.8706,40.7738
-73.8706,40.7739
-73.8706,40.7740
-73.8707,40.7339
-73.8707,40.7496
-73.8707,40.7688
-73.8707,40.7723
-73.8707,40.7739
-73.8707,40.7740
-73.8707,40.7741
-73.8708,40.7407
-73.8708,40.7721
-73.8708,40.7738
-73.8708,40.7739
-73.8708,40.7740
-73.8708,40.7741
-73.8709,40.7340
-73.8709,40.7515
-73.8709,40.7720
-73.8709,40.7740
-73.8709,40.7741
-73.8709,40.7742
-73.8710,40.7719
-73.8710,40.7739
-73.8710,40.7741
-73.8710,40.7742
-73.8711,40.7283
-73.8711,40.7521
-73.8711,40.7740
-73.8711,40.7741
-73.8711,40.7742
-73.8711,40.7743
-73.8712,40.7386
-73.8712,40.7717
-73.8712,40.7741
-73.8712,40.7742
-73.8712,40.7743
-73.8712,40.8320
-73.8713,40.7340
-73.8713,40.7717
-73.8713,40.7741
-73.8713,40.7742
-73.8713,40.7743
-73.8713,40.7744
-73.8714,40.7716
-73.8714,40.7741
-73.8714,40.7743
-73.8715,40.7741
-73.8715,40.7742
-73.8716,40.7513
-73.8716,40.7715
-73.8716,40.7744
-73.8717,40.7385
-73.8717,40.7744
-73.8718,40.7191
-73.8718,40.7741
-73.8718,40.7743
-73.8718,40.7744
-73.8718,40.7745
-73.8719,40.7413
-73.8719,40.7535
-73.8719,40.7742
-73.8719,40.7743
-73.8719,40.7744
-73.8719,40.7745
-73.8720,40.7369
-73.8720,40.7743
-73.8720,40.7744
-73.8720,40.7745
-73.8721,40.7489
-73.8721,40.7714
-73.8721,40.7742
-73.8721,40.7743
-73.8721,40.7744
-73.8721,40.7745
-73.8721,40.7746
-73.8722,40.7508
-73.8722,40.7511
-73.8722,40.7714
-73.8722,40.7743
-73.8722,40.7744
-73.8722,40.7745
-73.8722,40.7747
-73.8723,40.7714
-73.8723,40.7741
-73.8723,40.7743
-73.8723,40.7744
-73.8723,40.7745
-73.8723,40.7746
-73.8723,40.8788
-73.8724,40.7220
-73.8724,40.7743
-73.8724,40.7744
-73.8724,40.7745
-73.8724,40.8663
-73.8725,40.7743
-73.8725,40.7744
-73.8725,40.7745
-73.8725,40.7746
-73.8726,40.7530
-73.8726,40.7715
-73.8726,40.7743
-73.8726,40.7745
-73.8727,40.7743
-73.8727,40.7744
-73.8727,40.7745
-73.8728,40.7743
-73.8728,40.7744
-73.8728,40.7745
-73.8728,40.7746
-73.8729,40.7743
-73.8729,40.7744
-73.8729,40.7745
-73.8730,40.7530
-73.8730,40.7556
-73.8730,40.7742
-73.8730,40.7743
-73.8730,40.7744
-73.8730,40.7745
-73.8730,40.7746
-73.8731,40.7606
-73.8731,40.7743
-73.8731,40.7744
-73.8732,40.7741
-73.8732,40.7743
-73.8732,40.7744
-73.8733,40.7355
-73.8733,40.7367
-73.8733,40.7743
-73.8733,40.7744
-73.8734,40.7743
-73.8735,40.7715
-73.8735,40.7744
-73.8736,40.7742
-73.8736,40.7743
-73.8737,40.7091
-73.8737,40.7206
-73.8737,40.7610
-73.8737,40.7741
-73.8738,40.7715
-73.8739,40.7715
-73.8739,40.7719
-73.8740,40.7307
-73.8740,40.7729
-73.8740,40.7735
-73.8741,40.7715
-73.8742,40.7345
-73.8742,40.7471
-73.8742,40.7567
-73.8743,40.7715
-73.8743,40.8285
-73.8744,40.7473
-73.8746,40.6737
-73.8746,40.7486
-73.8747,40.7714
-73.8748,40.8980
